,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
790,10263,33.0,86.17,10.0,2843.61,2016-03-01,Shipped,2.0,6.0,2004.0,Planes,84.0,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Small
791,"10275,35,90.39,9,3163.65,7/23/2004 0:00,Shipped,3,7,2004,Planes,84,S18_2581,La Rochelle Gifts,40.67.8555,""67, rue des Cinquante Otages"",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium",,,,,2016-03-02,,,,,,,,,,,,,,,,,,,
792,"10284,31,71.81,1,2226.11,8/21/2004 0:00,Shipped,3,8,2004,Planes,84,S18_2581,""Norway Gifts By Mail, Co."",+47 2212 1555,""Drammensveien 126 A, PB 744 Sentrum"",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small",,,,,2016-03-03,,,,,,,,,,,,,,,,,,,
793,"10297,25,82.79,4,2069.75,9/16/2004 0:00,Shipped,3,9,2004,Planes,84,S18_2581,""Clover Collections, Co."",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small",,,,,2016-03-04,,,,,,,,,,,,,,,,,,,
794,10308,27.0,82.79,7.0,2235.33,2016-03-05,Shipped,4.0,10.0,2004.0,Planes,84.0,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Small
795,10318,31.0,100.0,9.0,3116.43,2016-03-06,Shipped,4.0,11.0,2004.0,Planes,84.0,S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Medium
796,10327,45.0,100.0,8.0,4781.7,2016-03-07,Resolved,4.0,11.0,2004.0,Planes,84.0,S18_2581,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
797,"10339,27,100,2,2810.7,11/23/2004 0:00,Shipped,4,11,2004,Planes,84,S18_2581,""Tokyo Collectables, Ltd"",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small",,,,,2016-03-08,,,,,,,,,,,,,,,,,,,
798,10353,27.0,100.0,1.0,3515.67,2016-03-09,Shipped,4.0,12.0,2004.0,Planes,84.0,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium
799,"10374,42,69.27,2,2909.34,2/2/2005 0:00,Shipped,1,2,2005,Planes,84,S18_2581,""Australian Gift Network, Co"",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small",,,,,2016-03-10,,,,,,,,,,,,,,,,,,,
800,"10386,21,74.77,18,1570.17,3/1/2005 0:00,Resolved,1,3,2005,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2016-03-11,,,,,,,,,,,,,,,,,,,
801,10398,34.0,76.88,15.0,2613.92,2016-03-12,Shipped,1.0,3.0,2005.0,Planes,84.0,S18_2581,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
802,10401,42.0,76.03,3.0,3193.26,2016-03-13,On Hold,2.0,4.0,2005.0,Planes,84.0,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Medium
803,10416,15.0,98.84,4.0,1482.6,2016-03-14,Shipped,2.0,5.0,2005.0,Planes,84.0,S18_2581,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
804,10107,29.0,70.87,6.0,2055.23,2016-03-15,Shipped,1.0,2.0,2003.0,Motorcycles,60.0,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small
805,"10120,46,58.15,4,2674.9,4/29/2003 0:00,Shipped,2,4,2003,Motorcycles,60,S18_2625,""Australian Collectors, Co."",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small",,,,,2016-03-16,,,,,,,,,,,,,,,,,,,
806,10134,30.0,61.78,6.0,1853.4,2016-03-17,Shipped,3.0,7.0,2003.0,Motorcycles,60.0,S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
807,10145,30.0,49.67,10.0,1490.1,2016-03-18,Shipped,3.0,8.0,2003.0,Motorcycles,60.0,S18_2625,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small
808,10159,42.0,51.48,18.0,2162.16,2016-03-19,Shipped,4.0,10.0,2003.0,Motorcycles,60.0,S18_2625,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Small
809,10168,46.0,61.18,5.0,2814.28,2016-03-20,Shipped,4.0,10.0,2003.0,Motorcycles,60.0,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Small
810,"10180,25,64.2,13,1605,11/11/2003 0:00,Shipped,4,11,2003,Motorcycles,60,S18_2625,Daedalus Designs Imports,20.16.1555,""184, chausse de Tournai"",,Lille,,59000,France,EMEA,Rance,Martine,Small",,,,,2016-03-21,,,,,,,,,,,,,,,,,,,
811,"10188,32,65.42,5,2093.44,11/18/2003 0:00,Shipped,4,11,2003,Motorcycles,60,S18_2625,Herkku Gifts,+47 2267 3215,""Drammen 121, PR 744 Sentrum"",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small",,,,,2016-03-22,,,,,,,,,,,,,,,,,,,
812,10201,30.0,64.81,6.0,1944.3,2016-03-23,Shipped,4.0,12.0,2003.0,Motorcycles,60.0,S18_2625,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Small
813,"10210,40,49.67,3,1986.8,1/12/2004 0:00,Shipped,1,1,2004,Motorcycles,60,S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,""Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku"",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small",,,,,2016-03-24,,,,,,,,,,,,,,,,,,,
814,"10223,28,60.57,5,1695.96,2/20/2004 0:00,Shipped,1,2,2004,Motorcycles,60,S18_2625,""Australian Collectors, Co."",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small",,,,,2016-03-25,,,,,,,,,,,,,,,,,,,
815,10236,23.0,55.72,2.0,1281.56,2016-03-26,Shipped,2.0,4.0,2004.0,Motorcycles,60.0,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Small
816,10251,29.0,61.18,6.0,1774.22,2016-03-27,Shipped,2.0,5.0,2004.0,Motorcycles,60.0,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Small
817,10263,34.0,58.75,6.0,1997.5,2016-03-28,Shipped,2.0,6.0,2004.0,Motorcycles,60.0,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Small
818,"10275,37,63.6,5,2353.2,7/23/2004 0:00,Shipped,3,7,2004,Motorcycles,60,S18_2625,La Rochelle Gifts,40.67.8555,""67, rue des Cinquante Otages"",,Nantes,,44000,France,EMEA,Labrune,Janine,Small",,,,,2016-03-29,,,,,,,,,,,,,,,,,,,
819,10285,20.0,49.06,10.0,981.2,2016-03-30,Shipped,3.0,8.0,2004.0,Motorcycles,60.0,S18_2625,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Small
820,"10298,32,48.46,2,1550.72,9/27/2004 0:00,Shipped,3,9,2004,Motorcycles,60,S18_2625,Atelier graphique,40.32.2555,""54, rue Royale"",,Nantes,,44000,France,EMEA,Schmitt,Carine,Small",,,,,2016-03-31,,,,,,,,,,,,,,,,,,,
821,10308,34.0,52.09,3.0,1771.06,2016-04-01,Shipped,4.0,10.0,2004.0,Motorcycles,60.0,S18_2625,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Small
822,10318,42.0,52.7,5.0,2213.4,2016-04-02,Shipped,4.0,11.0,2004.0,Motorcycles,60.0,S18_2625,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Small
823,10329,38.0,100.0,12.0,5266.04,2016-04-03,Shipped,4.0,11.0,2004.0,Motorcycles,60.0,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium
824,"10339,30,62.16,1,1864.8,11/23/2004 0:00,Shipped,4,11,2004,Motorcycles,60,S18_2625,""Tokyo Collectables, Ltd"",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small",,,,,2016-04-04,,,,,,,,,,,,,,,,,,,
825,10362,23.0,49.67,3.0,1142.41,2016-04-05,Shipped,1.0,1.0,2005.0,Motorcycles,60.0,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Small
826,"10374,22,53.3,4,1172.6,2/2/2005 0:00,Shipped,1,2,2005,Motorcycles,60,S18_2625,""Australian Gift Network, Co"",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small",,,,,2016-04-06,,,,,,,,,,,,,,,,,,,
827,10389,39.0,100.0,5.0,6981.0,2016-04-07,Shipped,1.0,3.0,2005.0,Motorcycles,60.0,S18_2625,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
828,"10402,55,55.72,2,3064.6,4/7/2005 0:00,Shipped,2,4,2005,Motorcycles,60,S18_2625,Auto Canal Petit,(1) 47.55.6555,""25, rue Lauriston"",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium",,,,,2016-04-08,,,,,,,,,,,,,,,,,,,
829,"10417,36,61.18,6,2202.48,5/13/2005 0:00,Disputed,2,5,2005,Motorcycles,60,S18_2625,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2016-04-09,,,,,,,,,,,,,,,,,,,
830,"10101,26,100,1,3773.38,1/9/2003 0:00,Shipped,1,1,2003,Vintage Cars,168,S18_2795,""Blauer See Auto, Co."",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium",,,,,2016-04-10,,,,,,,,,,,,,,,,,,,
831,"10110,31,100,1,5074.39,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,168,S18_2795,""AV Stores, Co."",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium",,,,,2016-04-11,,,,,,,,,,,,,,,,,,,
832,"10125,34,100,2,6483.46,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,168,S18_2795,""Australian Collectors, Co."",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium",,,,,2016-04-12,,,,,,,,,,,,,,,,,,,
833,"10139,41,100,8,7956.46,7/16/2003 0:00,Shipped,3,7,2003,Vintage Cars,168,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,""Monitor Money Building, 815 Pacific Hwy"",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Large",,,,,2016-04-13,,,,,,,,,,,,,,,,,,,
834,10149,23.0,100.0,5.0,4230.62,2016-04-14,Shipped,3.0,9.0,2003.0,Vintage Cars,168.0,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Medium
835,10162,48.0,100.0,3.0,7209.12,2016-04-15,Shipped,4.0,10.0,2003.0,Vintage Cars,168.0,S18_2795,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Large
836,10173,22.0,100.0,7.0,3452.68,2016-04-16,Shipped,4.0,11.0,2003.0,Vintage Cars,168.0,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
837,10182,21.0,100.0,4.0,3047.73,2016-04-17,Shipped,4.0,11.0,2003.0,Vintage Cars,168.0,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
838,"10193,22,100,8,3675.32,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,168,S18_2795,""Australian Collectables, Ltd"",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium",,,,,2016-04-18,,,,,,,,,,,,,,,,,,,
839,"10205,40,100,3,7492.4,12/3/2003 0:00,Shipped,4,12,2003,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large",,,,,2016-04-19,,,,,,,,,,,,,,,,,,,
840,"10214,50,100,1,9534.5,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,168,S18_2795,""Corrida Auto Replicas, Ltd"",(91) 555 22 82,""C/ Araquil, 67"",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Large",,,,,2016-04-20,,,,,,,,,,,,,,,,,,,
841,"10227,29,100,4,5579.02,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,168,S18_2795,""Saveley & Henriot, Co."",78.32.5555,""2, rue du Commerce"",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium",,,,,2016-04-21,,,,,,,,,,,,,,,,,,,
842,"10244,43,100,8,5950.34,4/29/2004 0:00,Shipped,2,4,2004,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2016-04-22,,,,,,,,,,,,,,,,,,,
843,"10255,24,100,1,3726,6/4/2004 0:00,Shipped,2,6,2004,Vintage Cars,168,S18_2795,Mini Caravy,88.60.1555,""24, place Kluber"",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium",,,,,2016-04-23,,,,,,,,,,,,,,,,,,,
844,10280,22.0,100.0,10.0,4455.0,2016-04-24,Shipped,3.0,8.0,2004.0,Vintage Cars,168.0,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
845,"10289,43,100,3,8272.34,9/3/2004 0:00,Shipped,3,9,2004,Vintage Cars,168,S18_2795,Herkku Gifts,+47 2267 3215,""Drammen 121, PR 744 Sentrum"",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Large",,,,,2016-04-25,,,,,,,,,,,,,,,,,,,
846,"10304,20,100,14,3577.6,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Auto Assoc. & Cie.,30.59.8555,""67, avenue de l'Europe"",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium",,,,,2016-04-26,,,,,,,,,,,,,,,,,,,
847,10312,25.0,100.0,11.0,3881.25,2016-04-27,Shipped,4.0,10.0,2004.0,Vintage Cars,168.0,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
848,10322,36.0,100.0,2.0,5797.44,2016-04-28,Shipped,4.0,11.0,2004.0,Vintage Cars,168.0,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Medium
849,"10332,24,52.67,1,1264.08,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,168,S18_2795,""AV Stores, Co."",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small",,,,,2016-04-29,,,,,,,,,,,,,,,,,,,
850,"10347,21,100,6,4815.3,11/29/2004 0:00,Shipped,4,11,2004,Vintage Cars,168,S18_2795,""Australian Collectors, Co."",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium",,,,,2016-04-30,,,,,,,,,,,,,,,,,,,
851,10356,30.0,100.0,1.0,4462.2,2016-05-01,Shipped,4.0,12.0,2004.0,Vintage Cars,168.0,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
852,10367,32.0,94.79,7.0,3033.28,2016-05-02,Resolved,1.0,1.0,2005.0,Vintage Cars,168.0,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Medium
853,"10380,21,47.18,8,990.78,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2016-05-03,,,,,,,,,,,,,,,,,,,
854,10390,26.0,78.11,7.0,2030.86,2016-05-04,Shipped,1.0,3.0,2005.0,Vintage Cars,168.0,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
855,10421,35.0,100.0,1.0,5433.75,2016-05-05,In Process,2.0,5.0,2005.0,Vintage Cars,168.0,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
856,10109,26.0,100.0,1.0,3157.44,2016-05-06,Shipped,1.0,3.0,2003.0,Classic Cars,132.0,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium
857,"10123,46,100,3,5161.2,5/20/2003 0:00,Shipped,2,5,2003,Classic Cars,132,S18_2870,Atelier graphique,40.32.2555,""54, rue Royale"",,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium",,,,,2016-05-07,,,,,,,,,,,,,,,,,,,
858,10137,37.0,100.0,3.0,4346.76,2016-05-08,Shipped,3.0,7.0,2003.0,Classic Cars,132.0,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
859,"10148,27,100,10,3528.36,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,132,S18_2870,""Anna's Decorations, Ltd"",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium",,,,,2016-05-09,,,,,,,,,,,,,,,,,,,
860,10161,23.0,100.0,9.0,3187.8,2016-05-10,Shipped,4.0,10.0,2003.0,Classic Cars,132.0,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
861,10172,39.0,100.0,7.0,6023.16,2016-05-11,Shipped,4.0,11.0,2003.0,Classic Cars,132.0,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Medium
862,"10181,27,100,3,3884.76,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,132,S18_2870,Herkku Gifts,+47 2267 3215,""Drammen 121, PR 744 Sentrum"",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium",,,,,2016-05-12,,,,,,,,,,,,,,,,,,,
863,10192,38.0,100.0,8.0,4965.84,2016-05-13,Shipped,4.0,11.0,2003.0,Classic Cars,132.0,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Medium
864,10204,27.0,100.0,14.0,4169.88,2016-05-14,Shipped,4.0,12.0,2003.0,Classic Cars,132.0,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium
865,"10212,40,100,7,4910.4,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2016-05-15,,,,,,,,,,,,,,,,,,,
866,10226,24.0,100.0,5.0,3231.36,2016-05-16,Shipped,1.0,2.0,2004.0,Classic Cars,132.0,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium
867,"10241,44,100,12,6853.44,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,132,S18_2870,Mini Caravy,88.60.1555,""24, place Kluber"",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium",,,,,2016-05-17,,,,,,,,,,,,,,,,,,,
868,"10253,37,100,2,5177.04,6/1/2004 0:00,Cancelled,2,6,2004,Classic Cars,132,S18_2870,""UK Collectables, Ltd."",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium",,,,,2016-05-18,,,,,,,,,,,,,,,,,,,
869,10266,20.0,100.0,3.0,2824.8,2016-05-19,Shipped,3.0,7.0,2004.0,Classic Cars,132.0,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
870,10278,39.0,100.0,3.0,4324.32,2016-05-20,Shipped,3.0,8.0,2004.0,Classic Cars,132.0,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Medium
871,"10287,44,100,1,5052.96,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,132,S18_2870,""Vida Sport, Ltd"",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium",,,,,2016-05-21,,,,,,,,,,,,,,,,,,,
872,"10301,22,100,5,3223.44,10/5/2003 0:00,Shipped,4,10,2003,Classic Cars,132,S18_2870,""Norway Gifts By Mail, Co."",+47 2212 1555,""Drammensveien 126 A, PB 744 Sentrum"",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium",,,,,2016-05-22,,,,,,,,,,,,,,,,,,,
873,"10311,43,100,10,5278.68,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2016-05-23,,,,,,,,,,,,,,,,,,,
874,10321,27.0,100.0,7.0,2851.2,2016-05-24,Shipped,4.0,11.0,2004.0,Classic Cars,132.0,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Small
875,10331,26.0,64.9,10.0,1687.4,2016-05-25,Shipped,4.0,11.0,2004.0,Classic Cars,132.0,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Small
876,10343,25.0,52.32,3.0,1308.0,2016-05-26,Shipped,4.0,11.0,2004.0,Classic Cars,132.0,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
877,"10366,49,100,2,6144.6,1/10/2005 0:00,Shipped,1,1,2005,Classic Cars,132,S18_2870,Royale Belge,(071) 23 67 2555,""Boulevard Tirou, 255"",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium",,,,,2016-05-27,,,,,,,,,,,,,,,,,,,
878,"10379,29,100,5,5127.2,2/10/2005 0:00,Shipped,1,2,2005,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2016-05-28,,,,,,,,,,,,,,,,,,,
879,10407,41.0,100.0,12.0,6386.16,2016-05-29,On Hold,2.0,4.0,2005.0,Classic Cars,132.0,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium
880,10419,55.0,100.0,2.0,7695.6,2016-05-30,Shipped,2.0,5.0,2005.0,Classic Cars,132.0,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Large
881,10103,27.0,83.07,12.0,2242.89,2016-05-31,Shipped,1.0,1.0,2003.0,Vintage Cars,101.0,S18_2949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
882,"10112,23,100,2,2539.89,3/24/2003 0:00,Shipped,1,3,2003,Vintage Cars,101,S18_2949,""Volvo Model Replicas, Co"",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small",,,,,2016-06-01,,,,,,,,,,,,,,,,,,,
883,"10126,31,90.17,12,2795.27,5/28/2003 0:00,Shipped,2,5,2003,Vintage Cars,101,S18_2949,""Corrida Auto Replicas, Ltd"",(91) 555 22 82,""C/ Araquil, 67"",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small",,,,,2016-06-02,,,,,,,,,,,,,,,,,,,
884,"10139,46,100,1,5545.76,7/16/2003 0:00,Shipped,3,7,2003,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,""Monitor Money Building, 815 Pacific Hwy"",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium",,,,,2016-06-03,,,,,,,,,,,,,,,,,,,
885,"10150,47,91.18,9,4285.46,9/19/2003 0:00,Shipped,3,9,2003,Vintage Cars,101,S18_2949,""Dragon Souveniers, Ltd."",+65 221 7555,""Bronz Sok., Bronz Apt. 3/6 Tesvikiye"",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium",,,,,2016-06-04,,,,,,,,,,,,,,,,,,,
886,10163,31.0,100.0,2.0,3329.09,2016-06-05,Shipped,4.0,10.0,2003.0,Vintage Cars,101.0,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Medium
887,"10174,46,100,5,5592.22,11/6/2003 0:00,Shipped,4,11,2003,Vintage Cars,101,S18_2949,""Australian Gift Network, Co"",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium",,,,,2016-06-06,,,,,,,,,,,,,,,,,,,
